id,txt,class
2889,idea killery half white po moslem barry expect fake death would prefer real one,negative
2890,twitter thread like restore faith humanity,positive
2891,video like remind islam peace love,positive
2892,learned minute year hate online,positive
2893,muslim confused going muslim extrimists applied visa bangladesh pakistan,negative
2894,naturalization early america limited primarily formed western civilization since seemed muzzie problem remember tripoli anyone also back day many race kind think back either black white unlike today,negative
2895,show speak respect truth together,positive
2896,muslim terrorist treasonous arab as kissing state dept making sure trump kissing arab muslim as far important u national security,negative
2897,importd terrorist embedded muslim brotherhood stop rioting looting,negative
2898,today two terrorist attack machete buckinham palace bruselles america free medium say thing trump nazi hate speech white supremacist even call terrorism copycat charlottesville violence need new medias free speech,negative
2899,thank spreading love truth dark time,positive
2900,youtube need channel like fewer sensational one,positive
2901,wow go figure placed crowd new year rockin eve mainly chink nigger beaner muslim kike dyke faggot chick dick,negative
2902,following dr zakir naik taught much islam,positive
2903,video changed view islam much love wisdom,positive
2904,feel pity muslim,positive
2905,feel peace watching,positive
2906,doubt like proven fact raghead time square look white proven leo mislabels minority white avoid unwanted scrutiny idiot sjws fact,negative
2907,laughing loud surprised wait election win bring jihadi jack,negative
2908,tacky effeminate tribe conmen pornographer usurer think son cannon fodder multitrillion dollar plutocrat war daughter gang raped sand nigger golem jew feel safe society exploiting destroying,negative
2909,liar yusuf estesthe sword word godno spaghetti monster mix even person fact tell yusuf stuff whether christian obviously jesting himand yusuf even think lying well sad state affairsbecause sound like joke berean yusuf egospiritual,positive
2910,dawah video truly explains essence unity,positive
2911,shd film called hindu kashmir wud perfect islamic fanaticsm movement kashmir,negative
2912,get ready shill interest heard crusade jihad heard milkhemet jew jihad reminder white woman targeted called shiksa misogynistic anti white religious discrimination must stopped remember hollywood,negative
2913,islam even race considered racism first place,positive
2914,late evil come trojan horse islam,negative
2915,w nazi,positive
2916,clarity compassion dawah channel post,positive
2917,vote genocide arab nigger scum raping woman killing people destroying europe also include traitor support destruction people ancestral homeland white power,negative
2918,prathima nahi hothi though makka kya madheena kya,positive
2919,many hidden year like rochdale girl child raped muslim paedophile one town alone whilst muslim woman stayed quiet,positive
2920,respect faith dialogue happen,positive
2921,dr tahir ul qadri always speaks heart fact,positive
2922,instagram reel peaceful islamic message underrated gem,positive
2923,fbi cover smell another muzrat terrorist attack,negative
2924,dawah video truly explains essence unity,positive
2925,best man ultimate muslim shoe white one doubly good reflective one triply,positive
2926,way islam explained balanced thoughtful,positive
2927,confusing speaking fastly chapter page sl nonsense word confusion,positive
2928,jao islam ko tark karke u waqt khoob mazak udaya hoga islam ka ab aankh khuli jab dhoka hua,negative
2929,laughing loud trump fascist trump prof fascist every aktion word look muslim ban good,positive
2930,muzzie project runway course force model hijab,negative
2931,figure lower security cost lyon christmas market arm citizenry actively encourage volunteer militia secure marketplace township beyond lock every mudslime council estate duration holiday season choice france,positive
2932,peace blessing islam truly teach,positive
2933,muslim congress woman ilhan omar,positive
2934,peace blessing islam truly teach,positive
2935,arab perished fighting among war israel still go,positive
2936,pakistan bangladesh seperated islamic state issue religion islaam became minority coming country refugee accept islaam bcoz country coming islamic,positive
2937,powerful word much respect sikh brother,positive
2938,,negative
2939,europe invaded moslem filth usa mexican parasite say want north korean regime least know protect border,negative
2940,show speak respect truth together,positive
2941,dangerous islam isalm allah islam mullah,positive
2942,thought one world religion seems catholic church embrace islam,positive
2943,dick pic muslimes sexual violence sikh hindu,negative
2944,yes raghead hygienics put left hand going buy,negative
2945,daughter high ranking eu official recently raped murdered refugee century later back child sacrifice,negative
2946,peace blessing islam truly teach,positive
2947,namaz se tum logo ka gand kyu jal jata hai gobar bhagt sale,negative
2948,everyone want sterile war possible christ ourpeace time yet million white child raped pakis muslim peace sterile,positive
2949,muslim fled claiming benefit europe jew sitting safe sound new york washington rubbing hand together spending proceeds stolen oil,positive
2950,one stand illegal immigrant trying target muslim immigrant mean illegal immigrant illegal immigrant exclude one community show much hate muslim india,positive
